band_level,ngram,n,count,doc_freq,doc_pct,count_per_doc
high_ge7,well known,2,111,100,0.030147723846849564,0.03346397347000302
high_ge7,main reason,2,109,106,0.031956587277660535,0.032861018993066024
high_ge7,public transportation,2,107,74,0.022309315646668677,0.03225806451612903
high_ge7,negative effects,2,107,99,0.029846246608381068,0.03225806451612903
high_ge7,fossil fuels,2,105,70,0.021103406692794695,0.03165511003919204
high_ge7,public health,2,102,69,0.0208019294543262,0.030750678323786553
high_ge7,long run,2,102,99,0.029846246608381068,0.030750678323786553
high_ge7,amount money,2,101,88,0.026529996985227615,0.030449201085318057
high_ge7,hard work,2,100,78,0.02351522460054266,0.030147723846849564
high_ge7,developed countries,2,98,80,0.02411817907747965,0.02954476936991257
high_ge7,main reasons,2,98,92,0.027735905939101597,0.02954476936991257
high_ge7,video games,2,98,55,0.01658124811576726,0.02954476936991257
high_ge7,carbon dioxide,2,93,79,0.023816701839011155,0.028037383177570093
high_ge7,increasing number,2,90,90,0.027132951462164608,0.027132951462164608
high_ge7,negative impact,2,90,86,0.025927042508290626,0.027132951462164608
high_ge7,developing countries,2,90,73,0.02200783840820018,0.027132951462164608
high_ge7,wide range,2,90,86,0.025927042508290626,0.027132951462164608
high_ge7,negative impacts,2,90,82,0.02472113355441664,0.027132951462164608
high_ge7,face face,2,89,69,0.0208019294543262,0.02683147422369611
high_ge7,children learn,2,88,66,0.019897497738920713,0.026529996985227615
high_ge7,history house,2,87,67,0.020198974977389206,0.02622851974675912
high_ge7,team sports,2,87,28,0.008441362677117878,0.02622851974675912
high_ge7,every day,2,84,78,0.02351522460054266,0.025324088031353633
high_ge7,advantages disadvantages,2,84,80,0.02411817907747965,0.025324088031353633
high_ge7,health problems,2,82,70,0.021103406692794695,0.02472113355441664
high_ge7,vital role,2,81,81,0.024419656315948148,0.024419656315948148
high_ge7,young generation,2,81,65,0.019596020500452217,0.024419656315948148
high_ge7,artificially intelligent robots,3,47,36,0.010853180584865842,0.014169430208019295
high_ge7,high school students,3,41,35,0.010551703346397347,0.01236056677720832
high_ge7,social media platforms,3,40,35,0.010551703346397347,0.012059089538739826
high_ge7,play crucial role,3,39,39,0.01175761230027133,0.01175761230027133
high_ge7,play vital role,3,38,38,0.011456135061802835,0.011456135061802835
high_ge7,playing computer games,3,37,22,0.006632499246306904,0.011154657823334338
high_ge7,playing video games,3,36,27,0.008139885438649382,0.010853180584865842
high_ge7,play important role,3,35,35,0.010551703346397347,0.010551703346397347
high_ge7,jobs require human,3,33,21,0.006331022007838408,0.009948748869460356
high_ge7,conclusion even though,3,33,33,0.009948748869460356,0.009948748869460356
high_ge7,single sex schools,3,33,17,0.0051251130539644255,0.009948748869460356
high_ge7,plays vital role,3,31,31,0.009345794392523364,0.009345794392523364
high_ge7,face face interaction,3,29,24,0.007235453723243895,0.008742839915586373
high_ge7,increasing cost fuel,3,28,22,0.006632499246306904,0.008441362677117878
high_ge7,history house building,3,26,24,0.007235453723243895,0.007838408200180886
high_ge7,better job opportunities,3,24,22,0.006632499246306904,0.007235453723243895
high_ge7,use public transport,3,24,20,0.006029544769369913,0.007235453723243895
high_ge7,problem solving skills,3,23,22,0.006632499246306904,0.006933976484775399
high_ge7,plays crucial role,3,23,23,0.006933976484775399,0.006933976484775399
high_ge7,play significant role,3,22,22,0.006632499246306904,0.006632499246306904
high_ge7,advantages outweigh disadvantages,3,22,22,0.006632499246306904,0.006632499246306904
high_ge7,huge amount money,3,22,22,0.006632499246306904,0.006632499246306904
high_ge7,unpaid community work,3,21,20,0.006029544769369913,0.006331022007838408
high_ge7,using social media,3,21,16,0.00482363581549593,0.006331022007838408
high_ge7,graduating high school,3,21,20,0.006029544769369913,0.006331022007838408
high_ge7,carbon dioxide emissions,3,20,18,0.005426590292432921,0.006029544769369913
high_ge7,live climate change,3,20,18,0.005426590292432921,0.006029544769369913
high_ge7,plays important role,3,20,20,0.006029544769369913,0.006029544769369913
high_ge7,renewable energy sources,3,20,18,0.005426590292432921,0.006029544769369913
high_ge7,greenhouse gas emissions,3,20,16,0.00482363581549593,0.006029544769369913
high_ge7,use social media,3,19,18,0.005426590292432921,0.005728067530901417
high_ge7,physical mental health,3,18,18,0.005426590292432921,0.005426590292432921
high_ge7,due several reasons,3,18,18,0.005426590292432921,0.005426590292432921
high_ge7,play pivotal role,3,18,18,0.005426590292432921,0.005426590292432921
high_ge7,money soon possible,3,18,18,0.005426590292432921,0.005426590292432921
high_ge7,require human touch,3,18,17,0.0051251130539644255,0.005426590292432921
high_ge7,pursuing higher education,3,17,15,0.004522158577027435,0.0051251130539644255
high_ge7,pursue higher education,3,17,17,0.0051251130539644255,0.0051251130539644255
high_ge7,museums art galleries,3,17,9,0.0027132951462164605,0.0051251130539644255
high_ge7,another point overlooked,3,17,17,0.0051251130539644255,0.0051251130539644255
high_ge7,effects climate change,3,16,13,0.003919204100090443,0.00482363581549593
high_ge7,gap rich poor,3,16,14,0.004220681338558939,0.00482363581549593
high_ge7,plays pivotal role,3,16,16,0.00482363581549593,0.00482363581549593
high_ge7,production consumer goods,3,16,13,0.003919204100090443,0.00482363581549593
high_ge7,sugar based drinks,3,16,4,0.0012059089538739825,0.00482363581549593
high_ge7,increasing price fuel,3,16,14,0.004220681338558939,0.00482363581549593
high_ge7,increasing fuel prices,3,16,13,0.003919204100090443,0.00482363581549593
high_ge7,reasons examined apparent,3,16,16,0.00482363581549593,0.00482363581549593
high_ge7,house building live,3,15,15,0.004522158577027435,0.004522158577027435
high_ge7,example survey conducted,3,15,15,0.004522158577027435,0.004522158577027435
